date,air_temperature,lat,long,station,season,month,year
2020-08-03,11.49,54.619,-3.079,2,3,8,2020
2020-08-04,12.65,54.619,-3.079,2,3,8,2020
2020-08-05,15.62,54.619,-3.079,2,3,8,2020
2020-08-06,16.65,54.619,-3.079,2,3,8,2020
2020-08-07,17.55,54.619,-3.079,2,3,8,2020
2020-08-08,16.25,54.619,-3.079,2,3,8,2020
2020-08-09,16.42,54.619,-3.079,2,3,8,2020
2020-08-10,18.52,54.619,-3.079,2,3,8,2020
2020-08-11,21.1,54.619,-3.079,2,3,8,2020
2020-08-12,22.08,54.619,-3.079,2,3,8,2020
2020-08-13,19.67,54.619,-3.079,2,3,8,2020
2020-08-14,17.24,54.619,-3.079,2,3,8,2020
2020-08-15,17.21,54.619,-3.079,2,3,8,2020
2020-08-16,14.97,54.619,-3.079,2,3,8,2020
2020-08-17,15.07,54.619,-3.079,2,3,8,2020
2020-08-18,14.84,54.619,-3.079,2,3,8,2020
2020-08-19,17.03,54.619,-3.079,2,3,8,2020
2020-08-20,17.28,54.619,-3.079,2,3,8,2020
2020-08-21,14.93,54.619,-3.079,2,3,8,2020
2020-08-22,13.49,54.619,-3.079,2,3,8,2020
2020-08-23,12.93,54.619,-3.079,2,3,8,2020
2020-08-24,11.7,54.619,-3.079,2,3,8,2020
2020-08-25,13.75,54.619,-3.079,2,3,8,2020
2020-08-26,13.25,54.619,-3.079,2,3,8,2020
2020-08-27,12.68,54.619,-3.079,2,3,8,2020
2020-08-28,10.74,54.619,-3.079,2,3,8,2020
2020-08-29,9.75,54.619,-3.079,2,3,8,2020
2020-08-30,10.28,54.619,-3.079,2,3,8,2020
2020-08-31,11.72,54.619,-3.079,2,3,8,2020
2020-09-01,12.76,54.619,-3.079,2,4,9,2020
2020-09-02,12.77,54.619,-3.079,2,4,9,2020
2020-09-03,13.75,54.619,-3.079,2,4,9,2020
2020-09-04,11.99,54.619,-3.079,2,4,9,2020
2020-09-05,10.62,54.619,-3.079,2,4,9,2020
2020-09-06,12.09,54.619,-3.079,2,4,9,2020
2020-09-07,13.49,54.619,-3.079,2,4,9,2020
2020-09-08,15.9,54.619,-3.079,2,4,9,2020
2020-09-09,12.53,54.619,-3.079,2,4,9,2020
2020-09-10,9.63,54.619,-3.079,2,4,9,2020
2020-09-11,12.13,54.619,-3.079,2,4,9,2020
2020-09-12,12.15,54.619,-3.079,2,4,9,2020
2020-09-13,14.99,54.619,-3.079,2,4,9,2020
2020-09-14,16.8,54.619,-3.079,2,4,9,2020
2020-09-15,19.27,54.619,-3.079,2,4,9,2020
2020-09-16,13.22,54.619,-3.079,2,4,9,2020
2020-09-17,13.1,54.619,-3.079,2,4,9,2020
2020-09-18,11.46,54.619,-3.079,2,4,9,2020
2020-09-19,11.8,54.619,-3.079,2,4,9,2020
2020-09-20,13.15,54.619,-3.079,2,4,9,2020
2020-09-21,13.02,54.619,-3.079,2,4,9,2020
2020-09-22,12.95,54.619,-3.079,2,4,9,2020
2020-09-23,9.0,54.619,-3.079,2,4,9,2020
2020-09-24,6.45,54.619,-3.079,2,4,9,2020
2020-09-25,7.76,54.619,-3.079,2,4,9,2020
2020-09-26,7.02,54.619,-3.079,2,4,9,2020
2020-09-27,7.63,54.619,-3.079,2,4,9,2020
2020-09-28,9.3,54.619,-3.079,2,4,9,2020
2020-09-29,9.72,54.619,-3.079,2,4,9,2020
2020-09-30,9.87,54.619,-3.079,2,4,9,2020
2020-10-01,7.68,54.619,-3.079,2,4,10,2020
2020-10-02,8.65,54.619,-3.079,2,4,10,2020
2020-10-03,8.9,54.619,-3.079,2,4,10,2020
2020-10-04,10.87,54.619,-3.079,2,4,10,2020
2020-10-05,10.65,54.619,-3.079,2,4,10,2020
2020-10-06,10.15,54.619,-3.079,2,4,10,2020
2020-10-07,9.42,54.619,-3.079,2,4,10,2020
2020-10-08,8.19,54.619,-3.079,2,4,10,2020
2020-10-09,7.0,54.619,-3.079,2,4,10,2020
2020-10-10,8.8,54.619,-3.079,2,4,10,2020
2020-10-11,8.25,54.619,-3.079,2,4,10,2020
2020-10-12,8.62,54.619,-3.079,2,4,10,2020
2020-10-13,8.27,54.619,-3.079,2,4,10,2020
2020-10-14,10.17,54.619,-3.079,2,4,10,2020
2020-10-15,7.24,54.619,-3.079,2,4,10,2020
2020-10-16,7.06,54.619,-3.079,2,4,10,2020
2020-10-17,8.12,54.619,-3.079,2,4,10,2020
2020-10-18,7.62,54.619,-3.079,2,4,10,2020
2020-10-19,9.07,54.619,-3.079,2,4,10,2020
2020-10-20,11.56,54.619,-3.079,2,4,10,2020
2020-10-21,11.26,54.619,-3.079,2,4,10,2020
2020-10-22,8.3,54.619,-3.079,2,4,10,2020
2020-10-23,7.22,54.619,-3.079,2,4,10,2020
2020-10-24,7.38,54.619,-3.079,2,4,10,2020
2020-10-25,7.59,54.619,-3.079,2,4,10,2020
2020-10-26,8.11,54.619,-3.079,2,4,10,2020
2020-10-27,7.29,54.619,-3.079,2,4,10,2020
2020-10-28,7.34,54.619,-3.079,2,4,10,2020
2020-10-29,9.59,54.619,-3.079,2,4,10,2020
2020-10-30,9.59,54.619,-3.079,2,4,10,2020
2020-10-31,9.8,54.619,-3.079,2,4,10,2020
2020-11-01,9.3,54.619,-3.079,2,4,11,2020
2020-11-02,6.91,54.619,-3.079,2,4,11,2020
2020-11-03,4.88,54.619,-3.079,2,4,11,2020
2020-11-04,6.93,54.619,-3.079,2,4,11,2020
2020-11-05,8.43,54.619,-3.079,2,4,11,2020
2020-11-06,7.24,54.619,-3.079,2,4,11,2020
2020-11-07,9.38,54.619,-3.079,2,4,11,2020
2020-11-08,11.17,54.619,-3.079,2,4,11,2020
2020-11-09,11.3,54.619,-3.079,2,4,11,2020
2020-11-10,10.67,54.619,-3.079,2,4,11,2020
2020-11-11,9.47,54.619,-3.079,2,4,11,2020
2020-11-12,8.46,54.619,-3.079,2,4,11,2020
2020-11-13,7.58,54.619,-3.079,2,4,11,2020
2020-11-14,8.91,54.619,-3.079,2,4,11,2020
2020-11-15,7.69,54.619,-3.079,2,4,11,2020
2020-11-16,8.62,54.619,-3.079,2,4,11,2020
2020-11-17,11.87,54.619,-3.079,2,4,11,2020
2020-11-18,9.2,54.619,-3.079,2,4,11,2020
2020-11-19,4.64,54.619,-3.079,2,4,11,2020
2020-11-20,7.02,54.619,-3.079,2,4,11,2020
2020-11-21,8.48,54.619,-3.079,2,4,11,2020
2020-11-22,5.88,54.619,-3.079,2,4,11,2020
2020-11-23,7.4,54.619,-3.079,2,4,11,2020
2020-11-24,9.53,54.619,-3.079,2,4,11,2020
2020-11-25,5.92,54.619,-3.079,2,4,11,2020
2020-11-26,5.83,54.619,-3.079,2,4,11,2020
2020-11-27,4.92,54.619,-3.079,2,4,11,2020
2020-11-28,4.33,54.619,-3.079,2,4,11,2020
2020-11-29,7.29,54.619,-3.079,2,4,11,2020
2020-11-30,6.29,54.619,-3.079,2,4,11,2020
2020-12-01,3.94,54.619,-3.079,2,1,12,2020
2020-12-02,5.19,54.619,-3.079,2,1,12,2020
2020-12-03,2.16,54.619,-3.079,2,1,12,2020
2020-12-04,1.97,54.619,-3.079,2,1,12,2020
2020-12-05,2.97,54.619,-3.079,2,1,12,2020
2020-12-06,3.26,54.619,-3.079,2,1,12,2020
2020-12-07,2.36,54.619,-3.079,2,1,12,2020
2020-12-08,4.74,54.619,-3.079,2,1,12,2020
2020-12-09,4.46,54.619,-3.079,2,1,12,2020
2020-12-10,4.97,54.619,-3.079,2,1,12,2020
2020-12-11,6.54,54.619,-3.079,2,1,12,2020
2020-12-12,5.79,54.619,-3.079,2,1,12,2020
2020-12-13,5.99,54.619,-3.079,2,1,12,2020
2020-12-14,7.48,54.619,-3.079,2,1,12,2020
2020-12-15,6.01,54.619,-3.079,2,1,12,2020
2020-12-16,6.79,54.619,-3.079,2,1,12,2020
2020-12-17,7.05,54.619,-3.079,2,1,12,2020
2020-12-18,10.11,54.619,-3.079,2,1,12,2020
2020-12-19,7.47,54.619,-3.079,2,1,12,2020
2020-12-20,5.85,54.619,-3.079,2,1,12,2020
2020-12-21,5.54,54.619,-3.079,2,1,12,2020
2020-12-22,4.13,54.619,-3.079,2,1,12,2020
2020-12-23,3.68,54.619,-3.079,2,1,12,2020
2020-12-24,0.48,54.619,-3.079,2,1,12,2020
2020-12-25,1.75,54.619,-3.079,2,1,12,2020
2020-12-26,5.86,54.619,-3.079,2,1,12,2020
2020-12-27,2.32,54.619,-3.079,2,1,12,2020
2020-12-28,0.06,54.619,-3.079,2,1,12,2020
2020-12-29,0.92,54.619,-3.079,2,1,12,2020
2020-12-30,0.14,54.619,-3.079,2,1,12,2020
2020-12-31,0.62,54.619,-3.079,2,1,12,2020
2019-01-01,5.56,54.619,-3.079,2,1,1,2019
2019-01-02,0.83,54.619,-3.079,2,1,1,2019
2019-01-03,1.31,54.619,-3.079,2,1,1,2019
2019-01-04,3.73,54.619,-3.079,2,1,1,2019
2019-01-05,4.23,54.619,-3.079,2,1,1,2019
2019-01-06,7.16,54.619,-3.079,2,1,1,2019
2019-01-07,8.22,54.619,-3.079,2,1,1,2019
2019-01-08,4.44,54.619,-3.079,2,1,1,2019
2019-01-09,1.95,54.619,-3.079,2,1,1,2019
2019-01-10,4.75,54.619,-3.079,2,1,1,2019
2019-01-11,6.18,54.619,-3.079,2,1,1,2019
2019-01-12,7.42,54.619,-3.079,2,1,1,2019
2019-01-13,7.27,54.619,-3.079,2,1,1,2019
2019-01-14,5.64,54.619,-3.079,2,1,1,2019
2019-01-15,7.29,54.619,-3.079,2,1,1,2019
2019-01-16,5.1,54.619,-3.079,2,1,1,2019
2019-01-17,0.3,54.619,-3.079,2,1,1,2019
2019-01-18,0.64,54.619,-3.079,2,1,1,2019
2019-01-19,2.31,54.619,-3.079,2,1,1,2019
2019-01-20,3.05,54.619,-3.079,2,1,1,2019
2019-01-21,1.7,54.619,-3.079,2,1,1,2019
2019-01-22,0.6,54.619,-3.079,2,1,1,2019
2019-01-23,-0.55,54.619,-3.079,2,1,1,2019
2019-01-24,2.49,54.619,-3.079,2,1,1,2019
2019-01-25,7.89,54.619,-3.079,2,1,1,2019
2019-01-26,6.87,54.619,-3.079,2,1,1,2019
2019-01-27,1.95,54.619,-3.079,2,1,1,2019
2019-01-28,0.51,54.619,-3.079,2,1,1,2019
2019-01-29,0.94,54.619,-3.079,2,1,1,2019
2019-01-30,-0.44,54.619,-3.079,2,1,1,2019
2019-01-31,-1.46,54.619,-3.079,2,1,1,2019
2019-02-01,-0.17,54.619,-3.079,2,1,2,2019
2019-02-02,-0.6,54.619,-3.079,2,1,2,2019
2019-02-03,1.89,54.619,-3.079,2,1,2,2019
2019-02-04,4.94,54.619,-3.079,2,1,2,2019
2019-02-05,4.08,54.619,-3.079,2,1,2,2019
2019-02-06,5.91,54.619,-3.079,2,1,2,2019
2019-02-07,4.3,54.619,-3.079,2,1,2,2019
2019-02-08,6.91,54.619,-3.079,2,1,2,2019
2019-02-09,5.09,54.619,-3.079,2,1,2,2019
2019-02-10,3.47,54.619,-3.079,2,1,2,2019
2019-02-11,4.02,54.619,-3.079,2,1,2,2019
2019-02-12,7.15,54.619,-3.079,2,1,2,2019
2019-02-13,7.55,54.619,-3.079,2,1,2,2019
2019-02-14,7.91,54.619,-3.079,2,1,2,2019
2019-02-15,7.6,54.619,-3.079,2,1,2,2019
2019-02-16,8.47,54.619,-3.079,2,1,2,2019
2019-02-17,8.25,54.619,-3.079,2,1,2,2019
2019-02-18,6.6,54.619,-3.079,2,1,2,2019
2019-02-19,6.0,54.619,-3.079,2,1,2,2019
2019-02-20,7.97,54.619,-3.079,2,1,2,2019
2019-02-21,9.42,54.619,-3.079,2,1,2,2019
2019-02-22,10.61,54.619,-3.079,2,1,2,2019
2019-02-23,9.72,54.619,-3.079,2,1,2,2019
2019-02-24,9.73,54.619,-3.079,2,1,2,2019
2019-02-25,11.75,54.619,-3.079,2,1,2,2019
2019-02-26,11.98,54.619,-3.079,2,1,2,2019
2019-02-27,9.33,54.619,-3.079,2,1,2,2019
2019-02-28,4.83,54.619,-3.079,2,1,2,2019
2019-03-01,5.71,54.619,-3.079,2,2,3,2019
2019-03-02,7.44,54.619,-3.079,2,2,3,2019
2019-03-03,4.63,54.619,-3.079,2,2,3,2019
2019-03-04,3.54,54.619,-3.079,2,2,3,2019
2019-03-05,4.85,54.619,-3.079,2,2,3,2019
2019-03-06,6.92,54.619,-3.079,2,2,3,2019
2019-03-07,4.63,54.619,-3.079,2,2,3,2019
2019-03-08,3.51,54.619,-3.079,2,2,3,2019
2019-03-09,3.2,54.619,-3.079,2,2,3,2019
2019-03-10,2.15,54.619,-3.079,2,2,3,2019
2019-03-11,3.62,54.619,-3.079,2,2,3,2019
2019-03-12,5.05,54.619,-3.079,2,2,3,2019
2019-03-13,5.62,54.619,-3.079,2,2,3,2019
2019-03-14,6.42,54.619,-3.079,2,2,3,2019
2019-03-15,5.81,54.619,-3.079,2,2,3,2019
2019-03-16,5.22,54.619,-3.079,2,2,3,2019
2019-03-17,3.38,54.619,-3.079,2,2,3,2019
2019-03-18,4.97,54.619,-3.079,2,2,3,2019
2019-03-19,7.38,54.619,-3.079,2,2,3,2019
2019-03-20,9.37,54.619,-3.079,2,2,3,2019
2019-03-21,10.01,54.619,-3.079,2,2,3,2019
2019-03-22,7.97,54.619,-3.079,2,2,3,2019
2019-03-23,4.92,54.619,-3.079,2,2,3,2019
2019-03-24,5.25,54.619,-3.079,2,2,3,2019
2019-03-25,5.98,54.619,-3.079,2,2,3,2019
2019-03-26,6.65,54.619,-3.079,2,2,3,2019
2019-03-27,7.71,54.619,-3.079,2,2,3,2019
2019-03-28,8.19,54.619,-3.079,2,2,3,2019
2019-03-29,7.27,54.619,-3.079,2,2,3,2019
2019-03-30,6.08,54.619,-3.079,2,2,3,2019
2019-03-31,5.62,54.619,-3.079,2,2,3,2019
2019-04-01,4.21,54.619,-3.079,2,2,4,2019
2019-04-02,3.68,54.619,-3.079,2,2,4,2019
2019-04-03,2.03,54.619,-3.079,2,2,4,2019
2019-04-04,4.32,54.619,-3.079,2,2,4,2019
2019-04-05,7.44,54.619,-3.079,2,2,4,2019
2019-04-06,7.13,54.619,-3.079,2,2,4,2019
2019-04-07,8.28,54.619,-3.079,2,2,4,2019
2019-04-08,8.33,54.619,-3.079,2,2,4,2019
2019-04-09,6.09,54.619,-3.079,2,2,4,2019
2019-04-10,4.54,54.619,-3.079,2,2,4,2019
2019-04-11,5.2,54.619,-3.079,2,2,4,2019
2019-04-12,5.09,54.619,-3.079,2,2,4,2019
2019-04-13,3.79,54.619,-3.079,2,2,4,2019
2019-04-14,3.94,54.619,-3.079,2,2,4,2019
2019-04-15,6.2,54.619,-3.079,2,2,4,2019
2019-04-16,8.46,54.619,-3.079,2,2,4,2019
2019-04-17,10.36,54.619,-3.079,2,2,4,2019
2019-04-18,12.65,54.619,-3.079,2,2,4,2019
2019-04-19,15.35,54.619,-3.079,2,2,4,2019
2019-04-20,17.47,54.619,-3.079,2,2,4,2019
2019-04-21,16.29,54.619,-3.079,2,2,4,2019
2019-04-22,15.5,54.619,-3.079,2,2,4,2019
2019-04-23,13.99,54.619,-3.079,2,2,4,2019
2019-04-24,12.15,54.619,-3.079,2,2,4,2019
2019-04-25,9.55,54.619,-3.079,2,2,4,2019
2019-04-26,7.68,54.619,-3.079,2,2,4,2019
2019-04-27,6.38,54.619,-3.079,2,2,4,2019
2019-04-28,8.99,54.619,-3.079,2,2,4,2019
2019-04-29,10.11,54.619,-3.079,2,2,4,2019
2019-04-30,11.09,54.619,-3.079,2,2,4,2019
2019-05-01,9.19,54.619,-3.079,2,2,5,2019
2019-05-02,8.44,54.619,-3.079,2,2,5,2019
2019-05-03,5.26,54.619,-3.079,2,2,5,2019
2019-05-04,5.3,54.619,-3.079,2,2,5,2019
2019-05-05,6.05,54.619,-3.079,2,2,5,2019
2019-05-06,5.58,54.619,-3.079,2,2,5,2019
2019-05-07,5.6,54.619,-3.079,2,2,5,2019
2019-05-08,6.1,54.619,-3.079,2,2,5,2019
2019-05-09,5.59,54.619,-3.079,2,2,5,2019
2019-05-10,5.72,54.619,-3.079,2,2,5,2019
2019-05-11,7.77,54.619,-3.079,2,2,5,2019
2019-05-12,9.16,54.619,-3.079,2,2,5,2019
2019-05-13,12.27,54.619,-3.079,2,2,5,2019
2019-05-14,14.5,54.619,-3.079,2,2,5,2019
2019-05-15,15.39,54.619,-3.079,2,2,5,2019
2019-05-16,12.04,54.619,-3.079,2,2,5,2019
2019-05-17,11.62,54.619,-3.079,2,2,5,2019
2019-05-18,10.59,54.619,-3.079,2,2,5,2019
2019-05-19,10.08,54.619,-3.079,2,2,5,2019
2019-05-20,11.35,54.619,-3.079,2,2,5,2019
2019-05-21,10.64,54.619,-3.079,2,2,5,2019
2019-05-22,10.11,54.619,-3.079,2,2,5,2019
2019-05-23,10.9,54.619,-3.079,2,2,5,2019
2019-05-24,10.55,54.619,-3.079,2,2,5,2019
2019-05-25,10.75,54.619,-3.079,2,2,5,2019
2019-05-26,11.76,54.619,-3.079,2,2,5,2019
2019-05-27,9.25,54.619,-3.079,2,2,5,2019
2019-05-28,8.98,54.619,-3.079,2,2,5,2019
2019-05-29,8.65,54.619,-3.079,2,2,5,2019
2019-05-30,13.13,54.619,-3.079,2,2,5,2019
2019-05-31,12.36,54.619,-3.079,2,2,5,2019
2019-06-01,12.44,54.619,-3.079,2,3,6,2019
2019-06-02,13.42,54.619,-3.079,2,3,6,2019
2019-06-03,10.72,54.619,-3.079,2,3,6,2019
2019-06-04,10.53,54.619,-3.079,2,3,6,2019
2019-06-05,10.1,54.619,-3.079,2,3,6,2019
2019-06-06,10.73,54.619,-3.079,2,3,6,2019
2019-06-07,10.9,54.619,-3.079,2,3,6,2019
2019-06-08,9.88,54.619,-3.079,2,3,6,2019
2019-06-09,10.86,54.619,-3.079,2,3,6,2019
2019-06-10,11.54,54.619,-3.079,2,3,6,2019
2019-06-11,9.94,54.619,-3.079,2,3,6,2019
2019-06-12,9.89,54.619,-3.079,2,3,6,2019
2019-06-13,8.6,54.619,-3.079,2,3,6,2019
2019-06-14,10.24,54.619,-3.079,2,3,6,2019
2019-06-15,11.53,54.619,-3.079,2,3,6,2019
2019-06-16,11.05,54.619,-3.079,2,3,6,2019
2019-06-17,12.29,54.619,-3.079,2,3,6,2019
2019-06-18,13.29,54.619,-3.079,2,3,6,2019
2019-06-19,13.22,54.619,-3.079,2,3,6,2019
2019-06-20,10.68,54.619,-3.079,2,3,6,2019
2019-06-21,11.17,54.619,-3.079,2,3,6,2019
2019-06-22,13.25,54.619,-3.079,2,3,6,2019
2019-06-23,15.16,54.619,-3.079,2,3,6,2019
2019-06-24,16.47,54.619,-3.079,2,3,6,2019
2019-06-25,14.78,54.619,-3.079,2,3,6,2019
2019-06-26,14.1,54.619,-3.079,2,3,6,2019
2019-06-27,17.28,54.619,-3.079,2,3,6,2019
2019-06-28,19.73,54.619,-3.079,2,3,6,2019
2019-06-29,18.53,54.619,-3.079,2,3,6,2019
2019-06-30,14.48,54.619,-3.079,2,3,6,2019
2019-07-01,12.53,54.619,-3.079,2,3,7,2019
2019-07-02,12.59,54.619,-3.079,2,3,7,2019
2019-07-03,13.14,54.619,-3.079,2,3,7,2019
2019-07-04,13.0,54.619,-3.079,2,3,7,2019
2019-07-05,13.78,54.619,-3.079,2,3,7,2019
2019-07-06,14.13,54.619,-3.079,2,3,7,2019
2019-07-07,13.96,54.619,-3.079,2,3,7,2019
2019-07-08,13.23,54.619,-3.079,2,3,7,2019
2019-07-09,13.65,54.619,-3.079,2,3,7,2019
2019-07-10,15.81,54.619,-3.079,2,3,7,2019
2019-07-11,15.36,54.619,-3.079,2,3,7,2019
2019-07-12,15.41,54.619,-3.079,2,3,7,2019
2019-07-13,15.42,54.619,-3.079,2,3,7,2019
2019-07-14,15.04,54.619,-3.079,2,3,7,2019
2019-07-15,16.91,54.619,-3.079,2,3,7,2019
2019-07-16,16.99,54.619,-3.079,2,3,7,2019
2019-07-17,14.74,54.619,-3.079,2,3,7,2019
2019-07-18,13.18,54.619,-3.079,2,3,7,2019
2019-07-19,14.61,54.619,-3.079,2,3,7,2019
2019-07-20,14.77,54.619,-3.079,2,3,7,2019
2019-07-21,15.12,54.619,-3.079,2,3,7,2019
2019-07-22,17.35,54.619,-3.079,2,3,7,2019
2019-07-23,20.83,54.619,-3.079,2,3,7,2019
2019-07-24,18.71,54.619,-3.079,2,3,7,2019
2019-07-25,21.65,54.619,-3.079,2,3,7,2019
2019-07-26,18.25,54.619,-3.079,2,3,7,2019
2019-07-27,14.24,54.619,-3.079,2,3,7,2019
2019-07-28,16.8,54.619,-3.079,2,3,7,2019
2019-07-29,15.93,54.619,-3.079,2,3,7,2019
2019-07-30,16.3,54.619,-3.079,2,3,7,2019
2019-07-31,16.4,54.619,-3.079,2,3,7,2019
2019-08-01,16.88,54.619,-3.079,2,3,8,2019
2019-08-02,16.4,54.619,-3.079,2,3,8,2019
2019-08-03,17.97,54.619,-3.079,2,3,8,2019
2019-08-04,17.57,54.619,-3.079,2,3,8,2019
2019-08-05,15.35,54.619,-3.079,2,3,8,2019
2019-08-06,13.73,54.619,-3.079,2,3,8,2019
2019-08-07,14.16,54.619,-3.079,2,3,8,2019
2019-08-08,15.65,54.619,-3.079,2,3,8,2019
2019-08-09,16.05,54.619,-3.079,2,3,8,2019
2019-08-10,15.11,54.619,-3.079,2,3,8,2019
2019-08-11,11.86,54.619,-3.079,2,3,8,2019
2019-08-12,11.04,54.619,-3.079,2,3,8,2019
2019-08-13,11.69,54.619,-3.079,2,3,8,2019
2019-08-14,12.88,54.619,-3.079,2,3,8,2019
2019-08-15,13.58,54.619,-3.079,2,3,8,2019
2019-08-16,14.13,54.619,-3.079,2,3,8,2019
2019-08-17,13.96,54.619,-3.079,2,3,8,2019
2019-08-18,13.02,54.619,-3.079,2,3,8,2019
2019-08-19,12.16,54.619,-3.079,2,3,8,2019
2019-08-20,12.15,54.619,-3.079,2,3,8,2019
2019-08-21,13.37,54.619,-3.079,2,3,8,2019
2019-08-22,14.02,54.619,-3.079,2,3,8,2019
2019-08-23,16.42,54.619,-3.079,2,3,8,2019
2019-08-24,18.75,54.619,-3.079,2,3,8,2019
2019-08-25,21.11,54.619,-3.079,2,3,8,2019
2019-08-26,16.51,54.619,-3.079,2,3,8,2019
2019-08-27,16.56,54.619,-3.079,2,3,8,2019
2019-08-28,13.39,54.619,-3.079,2,3,8,2019
2019-08-29,13.8,54.619,-3.079,2,3,8,2019
2019-08-30,14.86,54.619,-3.079,2,3,8,2019
2019-08-31,12.77,54.619,-3.079,2,3,8,2019
2019-09-01,10.99,54.619,-3.079,2,4,9,2019
2019-09-02,11.6,54.619,-3.079,2,4,9,2019
2019-09-03,13.97,54.619,-3.079,2,4,9,2019
2019-09-04,11.38,54.619,-3.079,2,4,9,2019
2019-09-05,10.42,54.619,-3.079,2,4,9,2019
2019-09-06,11.79,54.619,-3.079,2,4,9,2019
2019-09-07,11.13,54.619,-3.079,2,4,9,2019
2019-09-08,10.62,54.619,-3.079,2,4,9,2019
2019-09-09,11.5,54.619,-3.079,2,4,9,2019
2019-09-10,11.78,54.619,-3.079,2,4,9,2019
2019-09-11,13.78,54.619,-3.079,2,4,9,2019
2019-09-12,13.03,54.619,-3.079,2,4,9,2019
2019-09-13,10.67,54.619,-3.079,2,4,9,2019
2019-09-14,12.39,54.619,-3.079,2,4,9,2019
2019-09-15,11.52,54.619,-3.079,2,4,9,2019
2019-09-16,10.32,54.619,-3.079,2,4,9,2019
2019-09-17,10.83,54.619,-3.079,2,4,9,2019
2019-09-18,11.0,54.619,-3.079,2,4,9,2019
2019-09-19,12.8,54.619,-3.079,2,4,9,2019
2019-09-20,15.75,54.619,-3.079,2,4,9,2019
2019-09-21,16.19,54.619,-3.079,2,4,9,2019
2019-09-22,15.49,54.619,-3.079,2,4,9,2019
2019-09-23,14.0,54.619,-3.079,2,4,9,2019
2019-09-24,14.3,54.619,-3.079,2,4,9,2019
2019-09-25,13.63,54.619,-3.079,2,4,9,2019
2019-09-26,12.15,54.619,-3.079,2,4,9,2019
2019-09-27,11.08,54.619,-3.079,2,4,9,2019
2019-09-28,11.59,54.619,-3.079,2,4,9,2019
2019-09-29,10.78,54.619,-3.079,2,4,9,2019
2019-09-30,10.75,54.619,-3.079,2,4,9,2019
2019-10-01,7.79,54.619,-3.079,2,4,10,2019
2019-10-02,6.81,54.619,-3.079,2,4,10,2019
2019-10-03,7.18,54.619,-3.079,2,4,10,2019
2019-10-04,10.78,54.619,-3.079,2,4,10,2019
2019-10-05,10.71,54.619,-3.079,2,4,10,2019
2019-10-06,10.32,54.619,-3.079,2,4,10,2019
2019-10-07,10.79,54.619,-3.079,2,4,10,2019
2019-10-08,11.02,54.619,-3.079,2,4,10,2019
2019-10-09,9.31,54.619,-3.079,2,4,10,2019
2019-10-10,10.45,54.619,-3.079,2,4,10,2019
2019-10-11,11.09,54.619,-3.079,2,4,10,2019
2019-10-12,9.86,54.619,-3.079,2,4,10,2019
2019-10-13,9.12,54.619,-3.079,2,4,10,2019
2019-10-14,9.55,54.619,-3.079,2,4,10,2019
2019-10-15,9.08,54.619,-3.079,2,4,10,2019
2019-10-16,9.61,54.619,-3.079,2,4,10,2019
2019-10-17,8.89,54.619,-3.079,2,4,10,2019
2019-10-18,8.08,54.619,-3.079,2,4,10,2019
2019-10-19,5.81,54.619,-3.079,2,4,10,2019
2019-10-20,6.9,54.619,-3.079,2,4,10,2019
2019-10-21,7.27,54.619,-3.079,2,4,10,2019
2019-10-22,8.71,54.619,-3.079,2,4,10,2019
2019-10-23,9.74,54.619,-3.079,2,4,10,2019
2019-10-24,8.58,54.619,-3.079,2,4,10,2019
2019-10-25,4.49,54.619,-3.079,2,4,10,2019
2019-10-26,4.67,54.619,-3.079,2,4,10,2019
2019-10-27,6.67,54.619,-3.079,2,4,10,2019
2019-10-28,3.99,54.619,-3.079,2,4,10,2019
2019-10-29,4.76,54.619,-3.079,2,4,10,2019
2019-10-30,6.31,54.619,-3.079,2,4,10,2019
2019-10-31,6.65,54.619,-3.079,2,4,10,2019
2019-11-01,9.72,54.619,-3.079,2,4,11,2019
2019-11-02,8.46,54.619,-3.079,2,4,11,2019
2019-11-03,6.72,54.619,-3.079,2,4,11,2019
2019-11-04,8.14,54.619,-3.079,2,4,11,2019
2019-11-05,6.53,54.619,-3.079,2,4,11,2019
2019-11-06,3.55,54.619,-3.079,2,4,11,2019
2019-11-07,5.18,54.619,-3.079,2,4,11,2019
2019-11-08,3.54,54.619,-3.079,2,4,11,2019
2019-11-09,2.89,54.619,-3.079,2,4,11,2019
2019-11-10,3.61,54.619,-3.079,2,4,11,2019
2019-11-11,4.45,54.619,-3.079,2,4,11,2019
2019-11-12,4.77,54.619,-3.079,2,4,11,2019
2019-11-13,2.89,54.619,-3.079,2,4,11,2019
2019-11-14,3.08,54.619,-3.079,2,4,11,2019
2019-11-15,5.38,54.619,-3.079,2,4,11,2019
2019-11-16,5.75,54.619,-3.079,2,4,11,2019
2019-11-17,4.45,54.619,-3.079,2,4,11,2019
2019-11-18,1.7,54.619,-3.079,2,4,11,2019
2019-11-19,2.69,54.619,-3.079,2,4,11,2019
2019-11-20,5.49,54.619,-3.079,2,4,11,2019
2019-11-21,3.85,54.619,-3.079,2,4,11,2019
2019-11-22,5.38,54.619,-3.079,2,4,11,2019
2019-11-23,7.65,54.619,-3.079,2,4,11,2019
2019-11-24,7.61,54.619,-3.079,2,4,11,2019
2019-11-25,8.47,54.619,-3.079,2,4,11,2019
2019-11-26,8.51,54.619,-3.079,2,4,11,2019
